user_screen_name,created_at,text,hashtags,user_name,user_location,retweet_count,favorite_count
vashishtvp,2023-01-05 10:39:47+00:00,"RT @_CEDILRI: Modi govt paddles lies, #Jumlabaazi and narratives. Has any of the promises made by it to #IndianFarmers during #FarmersProte…","['Jumlabaazi', 'IndianFarmers']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",3,0
nvenkat02,2023-01-05 10:36:51+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Venkat,"Bengaluru South, India",104,0
RajeshK34382325,2023-01-05 10:34:40+00:00,"RT @MdSarfa25877850: Wishing all  happy Dusshera and to win over evil so that peace and Harmony in the Country could return 

#आज_का_रावण_न…",[],Rajesh Kr Ravi,Dhanbad (Jharkhand),12,0
_CEDILRI,2023-01-05 10:07:47+00:00,"Modi govt paddles lies, #Jumlabaazi and narratives. Has any of the promises made by it to #IndianFarmers during… https://t.co/ILadftuCcr","['Jumlabaazi', 'IndianFarmers']",COE For Digital India Laws & Regulations In India,"New Delhi, India",3,0
_CEDILRI,2023-01-05 10:05:15+00:00,"RT @WhatsAppLaws: @IMPraveenDalal @P4LOIndia Modi govt paddles lies, #Jumlabaazi and narratives. Has any of the promises made by it to #Ind…",['Jumlabaazi'],COE For Digital India Laws & Regulations In India,"New Delhi, India",4,0
new_india_1,2023-01-05 09:11:38+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Mera Abdul Aisa Nahi Hai,"New Delhi, India",104,0
riyan_dharne,2023-01-05 09:10:48+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],riyan dharne 🇮🇳🚩,,104,0
AwaraDil21,2023-01-05 09:04:42+00:00,"RT @ANI: #WATCH | Delhi: Protestors attacked Police at Red Fort, earlier today. #FarmersProtest https://t.co/LRut8z5KSC","['WATCH', 'FarmersProtest']",Ash ,Bangalore,10897,0
WhatsAppLaws,2023-01-05 09:01:52+00:00,"@IMPraveenDalal @P4LOIndia Modi govt paddles lies, #Jumlabaazi and narratives. Has any of the promises made by it t… https://t.co/iA8UJ2OZQk",['Jumlabaazi'],#SaveEarth And #HumanityFirst Initiative Of P4LO,"New Delhi, India",4,0
Madrasi43969876,2023-01-05 09:01:20+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Madrasi🇮🇳,India,104,0
odd_nar,2023-01-05 08:47:15+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Extra Odd Nar,,104,0
TheSaneMind,2023-01-05 08:29:49+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],DirectDilSe,"भारत, ",104,0
SanatnaSarathi,2023-01-05 08:23:28+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],AryaPUTRA ॐ🇮🇳,ब्रहमाँड,104,0
ramkrishna80,2023-01-05 08:22:51+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],RAM KRISHNA TIWARI,,104,0
BharatPrem4,2023-01-05 08:19:53+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Bharat Prem,,104,0
TwinkleAnn14,2023-01-05 08:14:09+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Twinkle Ann,,104,0
9_anand_9,2023-01-05 08:04:20+00:00,we have entered the era of land and fiscal terrorism (jehad) aided by political class and judiciary. Its that's eas… https://t.co/TIeKa5fPXS,[],ಆನಂದ್sm09,,1,0
ARIEL_SIDON,2023-01-05 07:58:19+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],ARIEL,,104,0
singh1randhawa,2023-01-05 07:48:15+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#गन्ने_का_भुगतान_करो
#FarmersProtest","['गन्ने_का_भुगतान_करो', 'FarmersProtest']",singh RANDHAWA,,16,0
NeetaParmar13,2023-01-05 07:35:32+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Neeta Parmar,"Mumbai, India",104,0
SunilPurohitCFO,2023-01-05 07:34:53+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Sunil Purohit,,104,0
Rohan_S_Telang,2023-01-05 07:08:30+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Rohan S Telang,Bangalore,104,0
vashishtvp,2023-01-05 07:07:22+00:00,"RT @Shivam_Dwivedii: Lohri is an indigenous ceremony that originated in the Himalayan foothills, where the winters are colder than the rest…",[],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-05 07:07:20+00:00,"RT @UskAgro: USK AGRO SCIENCES

Crop- Onion

#onion #food #foodphotography #tomato #healthyfood #onions #vegetables #farmers #agriculture #…","['onion', 'food', 'foodphotography', 'tomato', 'healthyfood', 'onions', 'vegetables', 'farmers', 'agriculture']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
mayankd55044223,2023-01-05 07:06:52+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],mayankdixit,,104,0
vashishtvp,2023-01-05 06:46:36+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#गन्ने_का_भुगतान_करो
#FarmersProtest","['गन्ने_का_भुगतान_करो', 'FarmersProtest']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",16,0
ayodhyavasi34,2023-01-05 06:45:02+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],अवधूत,Bharat,104,0
akkadbakkad07,2023-01-05 06:39:36+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Akkadbakkad,,104,0
rummyrum4,2023-01-05 06:12:48+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Jungalee Geehaadin,Hindustan,104,0
Amritba32127855,2023-01-05 05:57:52+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#गन्ने_का_भुगतान_करो
#FarmersProtest","['गन्ने_का_भुगतान_करो', 'FarmersProtest']",#ਮੈਂ ਵੀ ਕਿਸਾਨ ਹਾਂ⭐⭐⭐,"Punjab, India",16,0
54plus6,2023-01-05 05:56:31+00:00,RT @PratsahaySahay: @LiveLawIndia We rember #SupremeCourt role in #ShaheenBagh and #FarmersProtest and its aftermath the hindu killings in…,"['SupremeCourt', 'ShaheenBagh', 'FarmersProtest']",jai ho,haldia India,2,0
AjayKalsi20,2023-01-05 05:55:14+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#गन्ने_का_भुगतान_करो
#FarmersProtest","['गन्ने_का_भुगतान_करो', 'FarmersProtest']",Ajay Kalsi,,16,0
RamadeviRamasw1,2023-01-05 05:40:35+00:00,"RT @IndicSociety: In 2021, #DarshanSinghDhaliwal was denied entry at Delhi &amp; deported back to Chigaco for activities related to the #Farmer…",['DarshanSinghDhaliwal'],Rama devi,,104,0
UskAgro,2023-01-05 05:37:29+00:00,"USK AGRO SCIENCES

Crop- Onion

#onion #food #foodphotography #tomato #healthyfood #onions #vegetables #farmers… https://t.co/lcs7Mqctbr","['onion', 'food', 'foodphotography', 'tomato', 'healthyfood', 'onions', 'vegetables', 'farmers']",USK Agro Sciences,Sangli,1,0
